LABEL	TITLE	SPEAKER	CONTENTS	
0	Ben Carson's big 2016 move	Renowned neurosurgeon and a popular figure among conservatives Ben Carson 	"Now is the time to start all of the appropriate exploration and investigation, and put down the structure that is necessary, ""I would say we are definitely a step or two closer than we were a year ago."""	
0	"After 30 years in Senate, McConnell runs as 'candidate of change'"	veteran Mitch McConnell 	"If you want change, if you're unhappy with the direction of this country, the candidate of change is the guy you're looking at,"	
0	First on CNN: Group backing Rick Perry airing TV ad in Illinois	Texas Gov. Rick Perry 	"In Texas, we have conservative leadership,  ""In Illinois, it's liberal. And there's a big difference."""	
0	"Michelle Obama: More than 58,000 homeless veterans in the U.S. is ‘a stain on our nation's soul'"	Michelle Obama 	"as Americans, the idea that anyone who has worn our country's uniform spends their night sleeping on the ground should horrify us. So it's truly our duty to right this wrong and put an end to veteran homelessness once and for all. ""If your mayor isn't signed up yet for the mayor's challenge then light up their phone until they get on board,"" ""And if you have any questions on whether or not we can get this done I want you to look at the success stories of many of the organizations of communities represented in this room today."" ""My husband vowed to put an end to veteran homelessness and over the past five years,"" ""He's cut through red tape, directed record funding to veteran programs and together we made tremendous progress on this issue."" ""We can see the finish line and if we achieve our goal, if we end homelessness for our veterans, then we'll show everyone in this country that we can also do it for all those families shuttling from motel to motel. For all those LGBT teens and for every single person experiencing throughout our country that has been this organizations goal since it formed more than a quarter century ago,"" ""And today we're so close to this major milestone for our veterans all we have to do is finish the job."""	
0	Bill Clinton: ‘I nearly got' Osama bin Laden	Bill Clinton 	"He [Osama bin Laden] is a very smart guy, I've spent a lot of time thinking about him – and I nearly got him once, ""I nearly got him. And I could have killed him, but I would have to destroy a little town called Kandahar in Afghanistan and kill 300 innocent women and children, and then I would have been no better than him. And so I didn't do it."""	
0	Obama to meet with Dalai Lama	National Security Council spokeswoman Caitlin Hayden 	"The United States recognizes Tibet to be a part of the People's Republic of China and we do not support Tibetan independence. The United States strongly supports human rights and religious freedom in China, ""We are concerned about continuing tensions and the deteriorating human rights situation in Tibetan areas of China. We will continue to urge the Chinese government to resume dialogue with the Dalai Lama or his representatives, without preconditions, as a means to reduce tensions."""	
0	Bill Clinton: ‘I nearly got' Osama bin Laden	head of the Liberal Party of AustraliaMichael Kroger 	"The event was taped with his knowledge, ""The tape has never been played. … Bill Clinton was answering a question from a member of the audience about terrorism, international terrorism and he made some extraordinary remarks which had hitherto remained in my vault."""	
0	First on CNN: Petition calls on Congress to 'give up their paychecks'	"Nick Berning, Communications Director of MoveOn Political Action "	"Congress has a long to-do list. They should be considering legislation to raise the minimum wage, extend unemployment insurance, pass comprehensive immigration reform, and create more jobs, said. ""It is shameful that it is only February and Congressional Republicans are already throwing in the towel for the year."""	
0	The thing George W. Bush misses about being president	former President George W. Bush 	"I mean in eight years they never lost my baggage, ""I intend to salute these men and women for the rest of my life,"""	
0	Christie urges bail reform in New Jersey	Republican Gov. Chris Christie 	"We are failing when we have a system that works against the very people in our society who need us to fight for the fairness they often cannot fight for themselves, ""This is our responsibility. There is no one else to pass this one off to. This is something that we need to do and is long overdue,"""	
0	Maggie Gyllenhaal sours on Obama: 'Not sure what he believes in anymore'	Hollywood actress Maggie Gyllenhaal 	"I really believed in him, and I'm not sure what he believes in anymore.  ""Look, I get it, I know. It's a complicated job. I could never do it. But I hope for a leader who will stand up and be unpopular,"""	
0	First on CNN: Christie vacationing in Puerto Rico	spokesman Colin Reed 	"After the storm had passed, the governor left the state this morning for a long weekend away with his family, and he will return Monday night,"	
0	Gubernatorial candidate goes homeless to prove point	campaign strategist Dan Newman 	"puzzled trying to reconcile the bizarre stunt with his cynical refusal to help struggling homeowners when he had the chance, as well as his opposition to the minimum wage and unemployment benefits. ""wondering how authentic an experience this is when (Kashkari's) followed by a paid camera crew before returning to his $10 million beach house."""	
0	Gubernatorial candidate goes homeless to prove point	Republican gubernatorial challenger Neel Kashkari  	"This has been one of the hardest weeks of my life. I came to Fresno expecting to be able to find a job, and take care of myself. But it's been a week and I've found nothing. I've run out of money and had to turn to the homeless shelter for food,  ""While the politicians who run California pat themselves on the back and claim a 'California Comeback,' they willfully ignore millions of our neighbors who are living in poverty,"""	
0	Poll: Obama flirts with all-time low approval in Ohio as Clinton remains strong	"Peter Brown, assistant director of the poll "	"The bad news for Democrats is that President Barack Obama's approval rating in Ohio is close to his all-time, all-state low,  ""The good news for the party is that the president doesn't appear to be hurting the Democrats' consensus front-runner for 2016, former Secretary of State Hillary Clinton.""  ""She squeaks past U.S. Sen. Rand Paul of Kentucky and easily defeats each of the other Republicans she is matched against and has a solidly positive favorability rating. Obviously there is a long way to go until 2016, but at this point the political problems the president is encountering are not rubbing off on her."""	
0	Bush writes book about Bush	"Maya Mavjee, the president and publisher of Crown Publishing "	"never before has a President told the story of his father, another President, through his own eyes and in his own words.  ""as the only father and son to each have served as President of the United States since John and John Quincy Adams, George H. W. Bush and George W. Bush occupy a unique position in history,"""	
0	Bush writes book about Bush	George W. Bush 	"George H. W. Bush is a great servant, statesman, and father, ""I loved writing the story of his life, and I hope others enjoy reading it."""	
0	First on CNN: New PAC launches ads to limit flood of outside spending	Jim Greer who is co-founder of CounterPAC  	"The CounterPAC pledge is about restoring accountability for voters and agreeing to elections that aren't manipulated by a flood of secret money,   ""Unlike campaign finance regulations, there's nothing complicated or counter-intuitive about the pledge. Many candidates agree – now it's time for them to put the dark money where their mouth is."""	
0	Did Marco Rubio inhale?	Sen. Marco Rubio 	"If I tell you that I haven't, you won't believe me. And if I tell you that I did, then kids will look up to me and say, 'Well, I can smoke marijuana because look how he made it. He did alright so I guess I can do it too.'"	
0	Rand Paul: MSNBC has 'partisan cranks and hacks'	Sen. Rand Paul 	"So I was having a great day today, then I went to MSNBC, ""Have I ever had a philosophical discussion about all aspects of it? Yeah, and I learned my lesson: To come on MSNBC and have a philosophical discussion, the liberals will come out of the woodwork and they will go crazy and say you're against the Civil Rights Act and that you're some terrible racist."" ""I take great objection to that,"""	
0	Kansas Senate opponents come face-to-face ahead of GOP primary	Roberts' campaign spokesman Sean Fitzpatrick 	"the question's not about debating. ""The question is about an immature candidate with a desperate campaign, an unethical candidate pulling stunts like he did today. When you're 20 points down, these are the kind of desperate stunts you pull,"""	
0	Kansas Senate opponents come face-to-face ahead of GOP primary	Republican challenger Milton Wolf 	"You told Kansans you would give them your word and you would give them a debate, ""You have said it multiple times in multiple places. You tell us that you are tough and you're tested and trusted. And I want you to keep your word on that, I want you to debate. I think Kansans deserve it."""	
0	Michelle Obama evokes personal story to inspire young African leaders to pay it forward	Michelle Obama 	"I imagine that for some of you here today, getting your degree might have meant disobeying or disappointing your families, ""Maybe while you've been acing your studies and thriving in your career, you have a grandmother who has been wringing her hands because you're not yet married. But, my sisters, you all are here today because you have found a way to overcome these challenges, and you have blossomed into powerful, accomplished women. And we need you all to help others do the same."""	
0	Obama administration expands push against voter laws	 Attorney General Eric Holder  	"These filings are necessary to confront the pernicious measures in Wisconsin and Ohio that would impose significant barriers to the most basic right of our democracy, ""We will keep using every available tool at our disposal to guard against all forms of discrimination, to prevent voter disenfranchisement, and to secure the rights of every citizen."" ""[the court's decision is] a deeply flawed decision that effectively invalidated a cornerstone of American civil rights law."""	
0	Emails show Lerner dissing conservatives	former tax official Lois Lerner  	"Well, you should hear the whacko wing of the GOP..  The right-wing radio shows are scary to listen to,  ""Great. Maybe we are through if there are that many assholes,""  ""And I'm talking about the hosts of the shows. The callers are rabid,""  ""So we don't need to worry about alien terrorists. It's our own crazies that will take us down,"""	
0	Biden's warning to ISIS militants: 'We will follow them to the gates of hell'	Vice President Joe Biden 	"They should know we will follow them to the gates of hell until they are brought to justice, ""Because hell is where they will reside. Hell is where they will reside."""	
0	"CNN exclusive: Obama says Walmart, Apple, others pledge help for long-term jobless"	President Barack Obama 	"What we have done is to gather together 300 companies, just to start with, including, some of the top 50 companies in the country, companies like  Walmart, and Apple, Ford  and others, to say let's establish best practices,"	
0	Christie comes under attack as he heads to New Hampshire	Ralph Reed's Faith and Freedom Coalition  	"He's the first pro-life governor of New Jersey since Roe v. Wade. He's line-item vetoed state funding for Planned Parenthood every year he's been governor. He vetoed a same-sex marriage bill that the Democratic legislature sent him. And he's a faithful Catholic. We don't agree with him on every issue, but we wanted to give him an opportunity to share his story and make his case,"	
0	Christie comes under attack as he heads to New Hampshire	Christie political adviser Mike DuHaime 	"the Judicial Crisis Network  should get their facts straight. ""Gov. Christie has nominated multiple conservatives to the Supreme Court but several have been blocked by the Democrat Senate. Yet, Governor Christie has still been able to get three Republicans on to the state's highest court, making it more conservative. However, this group has been noticeably absent from any judicial fight we've had in New Jersey, showing up only to criticize after the fights are over,"""	
0	Christie comes under attack as he heads to New Hampshire	commercial by a conservative group  	"Chris Christie promised to change New Jersey's liberal Supreme Court. Over and over he broke his promise. The court remains liberal. Call Chris Christie. Tell him to fight for judges who respect the rule of law,"	
0	Surprise Senate highway vote near deadline	"Speaker John Boehner, Republican of Ohio. "	"I just want to make this clear,  ""if the Senate sends a highway bill over here with (the Wyden-Hatch version), we're going to strip it out and put the House-passed provisions back in and send it back to the Senate."""	
0	Cruz: Let's repeal ‘every bloody word' of Obamacare	Sen. Ted Cruz 	"I think those elections should be about many, many things, ""But they should be about repealing every bloody word of Obamacare."" ""Some battles you can win with one clean rifle shot; other battles take time, take building that foundation,"""	
0	An Obama executive action on immigration could impact midterms	 Democratic strategist and CNN contributor Maria Cardona 	"the President at this point has nothing to lose and everything to gain. ""It will energize the base and will energize Latino voters - to what extent is the question but every little bit helps since there are enough eligible Latinos in enough swing districts that could register and vote - that could flip the House,""."	
0	An Obama executive action on immigration could impact midterms	Republican strategist and CNN contributor Ana Navarro 	"Politically, he's under huge pressure from immigration advocates and Latino leadership. Midterms are approaching and Hispanics, a key part of the Democrat coalition, are disillusioned and unmotivated. Obama has gone from 'President Si, se puede,' to the 'Deporter-in-Chief,'  Navarro said."	
0	An Obama executive action on immigration could impact midterms	GOP consultant Alex Castellanos 	"If you are a Democrat in a swing district, Barack Obama has just made your life impossibly difficult, charging up your opponent's voters and giving him a couple of extra points in November, ""President Obama doesn't seem to care what he does to his own party. He seems to be willing to sacrifice the U.S. Senate and more seats in the House to make this a borderless country,"""	
0	An Obama executive action on immigration could impact midterms	White House Press Secretary Josh Earnest 	"What is underway right now is a review at the order of the President by the secretary of Homeland Security and the attorney general to consider what options are available to the President. ""I anticipate that we'll have an announcement about steps that the President has decided to take to address some of these problems."""	
0	An Obama executive action on immigration could impact midterms	President Barak Obama 	"a new effort to fix as much of our immigration system as I can on my own, without Congress. ""if Congress will not do their job, at least we can do ours,"""	
0	GOP Rallies at Capitol to 'Fire Reid'	"Rep. Marsha Blackburn of Tennessee,  said "	Poor Harry's not doing his job.. The American people are going to see to it he's fired come November.	
0	GOP Rallies at Capitol to 'Fire Reid'	Republican National Committee Chairman Reince Priebus  	"For too long now, Sen. Reid has run the Senate with an iron fist, blocking legislation that would help working families."	
0	Jay Carney is clean-shaven	White House Press Secretary Jay Carney 	"The time had come to shave. Here I am, the old me,"	
0	Ex-Shell Oil president: 'I felt extorted'	John Hofmeister 	"I feel extorted,  ""Every time I wrote a check I felt that it was a form of extortion, the price of entry, because of the reception that you got when you contributed versus the reception when you did not contribute."""	
0	Hillary Clinton on her 'dead broke' misstep: 'I regret it'	Hillary Clinton 	"It was accurate but we are so successful and we're so blessed by the success we've had and my husband has worked incredibly hard.  ""What I worry about is not my family. I worry about other families in our country who feel like they're running in place, they're not getting ahead or maybe they are falling backwards,"" ""What I want to do–and this is what Bill has always done since the very beginning of his public life–is to try to create more ladders of opportunity for more Americans so that they can have the same opportunities that Bill and I have had."""	
0	Judge denies McDonnell one-week delay in arraignment	lawyers for Gov. Bob McDonnell 	"is currently out of the country at a location with no airport, from which it would be extremely difficult and expensive for him to return prior to his scheduled return time of midnight on Friday, January 24."	
0	Perry takes border push to New Hampshire	NHGOP Chair Jennifer Horn 	"After six years in office, Jeanne Shaheen and President Obama have failed to secure our border. Now we are seeing the effects of their failed leadership and inaction. If Granite Staters want to secure the border, they need to replace Jeanne Shaheen with a Republican senator in November,"	
0	White House: Major costs to delaying climate change policy	"Jason Furman, the chair of Obama's Council of Economic Advisers  "	"What this report makes clear is first of all, we know way more than enough to justify acting today,""Delaying action will increase the cost."	
0	Obama 'being updated' on Ebola outbreak in Africa	National Security Spokesperson Edward Price 	"The U.S. Government-including the Department of State, HHS, CDC, USAID, and DOD, among other agencies and departments-continues to provide a range of support and assistance to those countries and multi-national organizations responding to the outbreak, including through the provision of personal protective equipment and other essential supplies, public health messaging efforts, and technical expertise, ""We have been engaged on this outbreak since April, when the first cases were reported and have increased response significantly over the last several weeks as the outbreak deepened."""	
0	Cuomo pushes back against report of tampering in corruption investigation	Gov. Andrew Cuomo 	"By definition the commission took advice and opinion from many, many people, It's called conversation and advice. This is a commission that was talking to all sorts of people,""  ""Independence doesn't mean you get holed up in an ivory tower and you don't talk to anyone,"""	
0	Waiting with open wallets: Media mogul says he'll spend 'as much as needed' for Clinton 2016	Haim Saban a multibillionaire media mogul 	"I think she would be great for the country and great for the world, so on issues that I care about she is pristine plus, and I think she is ready plus plus and I hope that she makes the right decision, ""Obviously she has a life to lead and she is going to be a grandmother soon, so all of that will obviously be taken by her into consideration,"""	
0	Obama admits boyhood crush on Linda Ronstadt	President Barack Obama 	I told Linda Ronstadt I had a crush on her back in the day 	
0	Adviser: Clinton will 'never' get political with Benghazi	An adviser for Hillary Clinton  	"Four Americans lost their lives. We have never and will never approach this tragedy through the prism of politics. If others continue to do so for their own gain, they're going to have to do it without us,"	
0	Nunn campaign defends early campaign memo	campaign manager Jeff DiSantis 	"Like all good plans, they change but what hasn't changed and is all the more clear today is that Michelle's opponents are going to mischaracterize her work and her positions, and part of what we've always done is to prepare for the false things that are going to be said"	
0	Should marijuana use be legal?	CNN Polling Director Keating Holland. 	"Attitudes toward the effects of marijuana and whether it is morally wrong to smoke pot have changed dramatically over time, ""That also means that marijuana use is just not all that important to Americans any longer."" ""Clearly there are some reservations about marijuana, but not the widespread fear that existed during the original War on Drugs in the 1970s,"""	
0	Appeals court rejects Virginia same-sex marriage ban	the divided three-judge panel of the 4th U.S. Circuit in Richmond  	"We recognize that same-sex marriage makes some people deeply uncomfortable. However, inertia and apprehension are not legitimate bases for denying same-sex couples due process and equal protection of the laws,"	
0	Mitt Romney dances Gangnam style	"Performer Alex Boye, British-born and a Mormon "	So this weekend I taught Mitt Romney the Gangnam Dance.....	
0	Democratic Senate candidate turns out lights on White House	 Natalie Tennant West Virginia's secretary of state and Democratic Senate nominee 	"Where do they think their electricity comes from? ""You and I know it's our hard-working West Virginia coal miners that power America. I've fought to protect our coal jobs right alongside Joe Manchin, and I'll stand up to leaders of both parties who threaten our way of life, I'll make sure President Obama gets the message,"""	
0	Corruption trial for Bob McDonnell begins	Virginia Gov. Bob McDonnell 	"I repeat emphatically that I did nothing illegal for Mr. Williams in exchange for what I believed was his personal generosity and friendship,"	
0	One of Obama's closest allies promises help	Rep. Luis V. Gutiérrez 	"Sometimes the greatness of our nation and our city are tested and how we treat children in danger is one of those tests,"	
0	One of Obama's closest allies promises help	Chicago Mayor Rahm Emanuel 	"The influx of unaccompanied child migrants is a growing humanitarian crisis that we can no longer ignore, ""While we have our own challenges at home, we cannot turn our backs on children that are fleeing dangerous conditions.  We will do our part to ensure that these children are given access to services and treated fairly and humanely."""	
0	Border crisis front and center in important Senate race	New Hampshire Democratic Party Communications Director Julie McClain 	Even republicans recognize that Scott Brown's campaign is failing to gain traction and this negative ad reeks of desperation. Scott Brown knows both Jeanne Shaheen and Kelly Ayotte voted for a comprehensive immigration reform bill that strongly increases border security	
0	Border crisis front and center in important Senate race	Senate candidate Scott Brown 	"Americans go through security before they get on a plane, enter a government building, or attend a ball game. But folks who come here illegally, they just walk across the border. That's wrong. Thanks to the pro-amnesty policies of President Obama and Sen. Shaheen, we have an immigration crisis on our hands. We respond with compassion, but it's time for us to secure the border once and for all."	
0	First lady steps up political push	Michelle Obama 	"When it comes to the midterm elections this November, we need you to be as passionate and as hungry as you were in 2008 and 2012. In fact, you need to be even more passionate and more hungry to get Democrats elected to Congress because these elections will be even hard and even closer than those presidential elections,"	
0	Clinton jokes: Darth Vader would not be my choice for president	Hillary Clinton 	"Darth would not be my choice, ""Somebody of perhaps a slightly more positive attitude in his presentation,""  ""I think the deeper meaning is that people love fantasies,"""	
0	Hillary Clinton defends Obama against conservative barbs	Hillary Clinton 	"I think that he is facing some of the same challenges that American presidents face when dealing with threats within Europe,  ""The United States, obviously, has a great interest in helping to maintain peace and security in Europe and we have a formal alliance, NATO, to do so. But much of what we can do and what the President is calling for requires the full participation of our European friends and allies."""	
0	Hillary Clinton: Putin 'bears responsibility' in downing of MH17	Hillary Clinton 	"I think if there were any doubt it should be gone by now, that Vladimir Putin, certainly indirectly - through his support of the insurgents in eastern Ukraine and the supply of advanced weapons and, frankly, the presence of Russian Special Forces and intelligence agents - bears responsibility for what happened,  ""wake-up call for Europe and the world that there are consequences to an escalating conflict in eastern Ukraine,"""	
0	"Amid world crises, Pelosi praises Obama's 'strong leadership,' while Graham blasts his 'passive responses'"	South Carolina Republican Sen. Lindsey Graham 	"America is the glue that holds the free world together.  And when you see us missing, or AWOL, as President Obama has been, you see fracturing on multiple fronts, the senator said. Graham continued: ""Russia is more aggressive, not less.  The sanctions clearly are not working.  Hamas is demanding open borders. …These are stark contrasts and we're not responding. Passive responses to naked aggression all over the world is our foreign policy."""	
0	"Amid world crises, Pelosi praises Obama's 'strong leadership,' while Graham blasts his 'passive responses'"	House Minority Leader Nancy Pelosi 	"The issues that you're dealing with this morning, the President was in the lead on supporting Iron Dome and asking for more resources now to help Israel defend itself, which it has a right to do.  In the lead for asking for humanitarian assistance for the Palestinian people, something like $47 million to go through the U.N. to help those.  Calling upon others to help negotiate not only a cease-fire but a peace there,  ""The President and Secretary Kerry's presence there is a manifestation of the President's commitment because it's a sustained high-level commitment of the secretary of state representing the administration."""	
0	"Texts, e-mails suggest political vendetta in NJ bridge controversy"	"Bridget Anne Kelly, deputy chief of staff  "	"Time for some traffic problems in Fort Lee,"	
0	CNN Poll: Romney tops Obama but loses to Clinton	CNN Polling Director Keating Holland 	"Politically speaking, there is an interesting group of people who would not vote for Obama but would pick Clinton over Romney,  ""It turns out that nearly seven in ten of them are women, and 56% are Independents.""  ""But it's tough to tell whether Clinton's remarks were the reason for any change that might have happened. The number who believe that Clinton agrees with them on issue and can manage the government effectively also dropped, and those are not qualities that you would expect to be affected by any concerns over Clinton's wealth,"""	
0	"Senate candidates from Virginia spar, politely, in first debate"	Democratic Sen. Mark Warner 	"He [Ed Gillespie] spent his entire career as a DC lobbyist and a partisan operative, ""He views every issue through the lens of Republicans versus Democrats.  He even went on TV and called himself a 'partisan warrior.'"" ""I got to tell you, I work there,"" ""The last thing Washington needs is another partisan warrior."""	
0	"Senate candidates from Virginia spar, politely, in first debate"	Republican nominee Ed Gillespie  	"I appreciate Senator Warner's service to our Commonwealth, ""But unfortunately, his votes in the Senate have tightened that squeeze on hard-working Virginians and made it harder for the unemployed to find work."" ""In voting with President Obama 97-percent of the time, he's not been the senator he said he would be,"""	
0	House GOP chairman urges more U.S. engagement in Libya	California Democrat  Rep. Adam Schiff 	"I think it was very prudent to move our personnel out of there, ""We have a fierce battle going on between several militias."""	
0	House GOP chairman urges more U.S. engagement in Libya	Rep. Ed Royce 	"I think having removed [Moammar] Gadhafi, the administration sort of took its focus off of Libya and things have been getting worse for quite some considerable time now, ""I do think they should be much more engaged on the ground with the factions in Libya,"""	
0	Sonia Sotomayor sets kids upon Hillary Clinton	Supreme Court Justice Sonia Sotomayor 	"I need for you to do something right now, ""I need for you to jump up and down and say thank you for caring for me!"" ""On the count of three,"" ""I'm going to scare all of these important people,""  ""I want a bunch of you to go to each of them and hug them and say thank you."""	
0	Mitch McConnell's campaign manager steps down	"Sen. Mitch McConnell's campaign manager, Jesse Benton "	"With a heavy heart, I offered Sen. McConnell my resignation this afternoon and he reluctantly accepted, ""Effective Saturday, August 30th, I will no longer be the 'Team Mitch' campaign manager."" ""there have been inaccurate press accounts and unsubstantiated media rumors about me and my role in past campaigns that are politically motivated, unfair and, most importantly, untrue."" ""However, what is most troubling to me is that they risk unfairly undermining and becoming a distraction to this reelection campaign,"""	
0	#awkward: Lawmaker mistakes U.S. officials for representatives of India	Rep. Curt Clawson 	"I love your country, and I understand the complications of so many languages, and so many cultures and so many histories all rolled up into one, ""I made a mistake in speaking before being fully briefed and I apologize.  I'm a quick study but in this case I shot an air ball,"" ""I ask cooperation and commitment and priority from your government in so doing. Can I have that?"""	
0	Senior Obama adviser on impeachment: 'I would not discount that possibility'	Dan Pfeiffer senior adviser to President Barack Obama 	"I would not discount that possibility,  ""Speaker Boehner, by going down the path of this lawsuit, has opened the door to Republicans possibly considering impeachment at some point in the future,"" ""I think that if the President enacted immigration reform that would certainly up the likelihood that they would contemplate impeachment."""	
0	Senior Obama adviser on impeachment: 'I would not discount that possibility'	"Sarah Palin, the former Alaska governor and 2008 GOP vice presidential nominee "	"(Obama's) unsecured border crisis is the last straw that makes the battered wife say, 'no mas.' ""It's time to impeach; and on behalf of American workers and legal immigrants of all backgrounds, we should vehemently oppose any politician on the left or right who would hesitate in voting for articles of impeachment,"""	
0	Obama stays largely off the radar during Hawaii vacation	CNN Photojournalist Mark Walz 	"I've been in the TV press pool, and before his New Year's Eve outing with the family, we hadn't laid eyes on him in 6 days,  ""It's always a cat and mouse game,"" ""We want to get video of the president, and the White House wants to give him privacy."""	
0	CNN/ORC Poll: Majority say no to impeachment and lawsuit	CNN Polling Director Keating Holland 	"Anti-impeachment sentiment is roughly where it was for past presidents - 67% opposed Bill Clinton's impeachment in September 1998, and 69% opposed impeaching George W. Bush when a few Democrats began talking about it in 2006,   ""One reason may be that Americans take impeachment very seriously. Only about one in five say that impeachment is a valid response if Congress is dissatisfied with a president's policies or the way he is handling his job. Nearly eight in 10 say impeachment should be reserved for high crimes and misdemeanors,"""	
0	Gov. Christie: ‘You have to be pro-life when they get out of the womb'	 New Jersey Gov. Chris Christie 	"I'm pro-life and if you're pro-life you have to be pro-life when they get out of the womb also, ""We don't give them any kind of significant treatment, long-range treatment, and then we release them. And then we wonder why they go back and commit more crimes to support their habit,"" ""You get someone off of drugs and back into a productive life, that not only helps society and our economy financially but it also makes us feel better about who we are,"" ""If we are a party that believes that every life is precious and that no one, no one should be deprived of a second chance, well then we need to get on that issue,"""	
0	"Joining fundraising spree, first lady asks for 'biggest, fattest' checks"	Michelle Obama 	"We need you to write the biggest, fattest check that you can possibly write,  ""Writing those checks is the single-most impactful thing that you can do right now.""   ""We can't just stake out the moral high ground and feel good about ourselves - we need to act,""  ""When folks ask me whether I still believe everything we said about hope and change back in 2008, I tell them that I believe it more strongly than ever before,""  ""While we still have plenty of work to do, we have truly made so much of that change we've been talking about."""	
0	Supreme Court justice to push button for New Year's Eve countdown ball	Times Square Alliance President Tim Tompkins 	"Justice Sotomayor is an inspiration to many, and it is a privilege to welcome her to our celebration to ring in 2014, ""Who better to join us in the Crossroads of the World than one of New York's own?"""	
0	Senator: 'Goal is to get this young man home'	"Sen. Amy Klobuchar, D-Minnesota "	"They have a major NYU campus there, many American universities. They've got Google and Facebook offices. They're having the Rolling Stones come in February, ""I figure if Mick Jagger can play Abu Dhabi, this guy shouldn't be in jail for putting a video up."""	
0	Obama offers populist message on corporate taxes at end of fundraising trip	President Barack Obama 	"You shouldn't get to call yourself an American company only when you want a handout from American taxpayers, ""I don't care if it's legal, It's wrong.""  ""You are an American company, you continue to benefit in all kinds of ways from being an American company. It is true that there may be a lot of things that may be legal that probably aren't the right thing to do by the country."""	
0	"Obama signs budget, defense bills in Hawaii"	President Barack Obama 	"The continued operation of the facility weakens our national security by draining resources, damaging our relationships with key allies and partners, and emboldening violent extremists,"	
0	South Carolina governor got a gun from ‘Santa'	South Carolina Gov. Nikki Haley 	"Our family had a wonderful Christmas together! I must have been good. Santa gave me a Beretta PX4 Storm,"	
0	GOP weekly address: Happy holidays to the military	Republican Sen. Jim Risch of Idaho  	"As we reach for one of those gifts under the tree and untie a bow, I encourage all of us to remember the bountiful and most prized gifts we enjoy-the gifts of freedom and worship, ""Our freedoms have been defended for more than 200 years by our men and women serving in uniform in the United States military. They serve in our homeland and in faraway places across the globe. Their sacrifices and those of their families allow us to live in the freest and most prosperous nation in the world.""  ""I wish each of you a very Merry Christmas, Happy Hanukkah, happy holidays of all kinds and all the best for a wonderful new year,"""	
0	"Rand Paul: If 'Hillary Clinton worked for Bill Clinton, she'd probably have been fired'"	(CNN) - Sen. Rand Paul 	"There will be discussion over the next four years whether or not Hillary Clinton is fit to lead this country, ""Is Hillary Clinton fit to be commander in chief?"" ""He ignored the request and he resigned ultimately in disgrace,"" ""I think had Hillary Clinton worked for Bill Clinton, she'd probably have been fired."""	
0	CNN Poll: Border crisis impacting public opinion on immigration	CNN Polling Director Keating Holland 	"In the early part of this decade, a solid majority consistently said that the main focus of the U.S. government should be stopping the flow of illegal immigrants and deporting those already in the country. But in 2012, that flipped dramatically, with a solid majority believing that the government's main focus should be on a plan to allow illegal immigrants to become legal U.S. residents,"	
0	Michelle Kwan stars in husband's political ad	U.S. figure skating legend Michelle Kwan 	"One of the reasons I'm so excited about my husband Clay Pell's candidacy is because Clay is committed to a women's-equality agenda,"	
0	Hillary Clinton stands by 'Russian reset' in face of recent events	Hillary Clinton 	"When Putin announced in the fall of 2011 that he was coming back, I had no illusions,  ""I wrote a memo to the President, in fact I wrote two memos to the President, pointing out that we were going to have to change our thinking and approach. We had gotten all we could get from the reset."""	
0	Hillary Clinton stands by 'Russian reset' in face of recent events	President Vladimir Putin 	"no one should and no one has the right to use this tragedy to pursue their own political goals. Rather than dividing us, tragedies of this sort should bring people together."	
0	Senators anxious to go home for the holidays	"Sen. Roger Wicker, R-Mississippi "	"There is nothing stronger than the smell of jet fumes on a Friday and that intoxicating effect is never stronger than during the holidays,"	
0	Senators anxious to go home for the holidays	" Dick Durbin of Illinois, the Senate's second-ranking Democrat "	"I urge my colleagues to stay on the floor so we can hold to these 10-minute deadlines. People have planes to catch,"	
0	First on CNN: RGA urged Astorino to avoid meeting after Christie clash	"Rob Astorino, New York's GOP candidate for governor "	"Clearly, he could come across the bridge and not just raise money for himself, but raise money for the Republican candidate here  -  unless he is unable or unwilling because he has an issue that we don't know about with Andrew Cuomo and the bridgegate scandal,"	
0	Clinton polling well in key presidential battleground	"Peter A. Brown, assistant director of the Quinnipiac University poll. "	"Former Secretary of State Hillary Clinton may be taking some criticism recently in the news media and among some liberal Democratic precincts, but nothing has changed among average voters in Florida where she remains queen of the political prom,"	
0	Report: Montana Senator plagiarized grad school paper	DSCC press secretary Justin Barasky.  	"John Walsh is a decorated war hero and it's disgusting that Steve Daines and Washington Republicans are going to try denigrate John's distinguished service after multiple polls show him gaining. Steve Daines should immediately denounce these latest smears and call for an end to all attacks on John Walsh's record protecting Montana and serving his country,"	
0	Paul Ryan lays out new poverty plan	Hillary Clinton  	"All one has to look at is nearly half the state that refused to expand Medicaid to realize why it is a bad idea, ""The states won't even take what are very generous terms from the federal government to give working people and poor people access to health care. How can we turn over (to the states) all of the resources that are meant to assist those in need?"""	
0	Paul Ryan lays out new poverty plan	Rep. Paul Ryan 	"If everything passed muster, the federal government would give the green light, ""And the state would get more flexibility. It would get to combine into one funding stream 11 different programs, things like food stamps, housing assistance, child care, and cash welfare.""   ""The point is, don't just pass a law and hope for the best. If you've got an idea, let's test it and see the results."""	
